author,text,publishedAt
@PrestonWaters-m7d,"They paid you gooooooood lol. 

iPhones are exactly the same as they’ve been for 4-5 years now. The same as they will continue to be forever. 

It’s literally nothing beside marketing and bullshit anymore.",2025-09-13T22:38:33Z
@zakwasny,Mini was fire and we missing them a lot!,2025-09-13T22:38:20Z
@natevart4156,They should have played into the glass thing and made the phone transparent t,2025-09-13T22:37:49Z
@LabanAyiera-nj4wc,Titanium or aluminum 😂,2025-09-13T22:36:00Z
@harshchandola4103,Bruh at this point just wear Apple Employee ID and review apple products :'D,2025-09-13T22:33:08Z
@Super-Saiyan-kakarot-goku,Īdíóts buy i phone,2025-09-13T22:30:15Z
@tahmidborhan,Hypocrisy,2025-09-13T22:29:11Z
@benjaribeiro,You gifted the orange car to your brother now it’s time to offer the phone that matches 😁,2025-09-13T22:25:44Z
@Peak.Potentiial,POV  Everyone waiting for jerryringeverything to do a test on the iphone 17 air.,2025-09-13T22:19:55Z
@tadsonic,nothing has changed tho,2025-09-13T22:18:36Z
@ThatOgSpence,Great video. Was deciding between the 17 and the air and I think the base model is the way to go.,2025-09-13T22:17:32Z
@stevecristian6932,Do we buy phones or gold? Who cares?,2025-09-13T22:17:17Z
@FabiioAlmeiida,wth is wrong with the audio on this video? Wanted to be first so bad that rushed editing.,2025-09-13T22:15:43Z
@jlourencoj,You didn't talked  about the reason why Apple decided to update their phones... The Elephant in the Room goes by the name AI...,2025-09-13T22:15:12Z
@GammaFrost1,What’s with the sound,2025-09-13T22:14:15Z
@JasonFoster-Payne,"All these types of phones will be dated once you get your own droid to vacuum up,wash the dishes,take the kids to school,reply to all the emails you got, thats before you even got out of bed,only a ,atter of time before its all a chip in our brain,phones are prehistoric junk😂",2025-09-13T22:12:37Z
@delsinmcgrath882,“Look at these riveting changes and features!” Meanwhile they look exactly the same even side by side. This was such an obvious shamelessly sponsored video,2025-09-13T22:10:28Z
@saifulbahari4077,the only thing im interested in the new 17 series is just the front facing cam being able to do the horizontal thing 😂,2025-09-13T22:08:32Z
@viniciusk-max37,"""Everything’s changed""???? no, almost nothing changed, as usual...",2025-09-13T22:04:11Z
@whatsthemotive25,Hey am really having a rough path I need some assistance to further my education please,2025-09-13T22:00:35Z
@MrRono19,"“No one wants a small phone”

Me watching this on my 12 mini: 👁️ 👄 👁️ 🤳",2025-09-13T21:58:16Z
@ShortThePig,Nothing new.. same old wine in new bottle. One should be a born idiot to upgrade every year,2025-09-13T21:52:01Z
@lidam,Apple product by far more superior than another any other competitor. In reality they have no competitor. Everyone can make android phone and only Apple can make iOS phone.,2025-09-13T21:51:24Z
@MuhammadNaeem-kc8mk,،😁😁😁🤣🤣🤣,2025-09-13T21:49:31Z
@lidam,"People should appreciate what Apple did, you wanted some new, now you have it. Just celebrate.",2025-09-13T21:49:16Z
@hausi20goesbrr,"This is the worst video on this channel. I love those videos for Aruns honesty, while this is just brown-nosing. There is no background music, so you hear every voice-cut and there is no sponsored-tag in the end section. Do yourself a favour and edit the video before reuploading it.",2025-09-13T21:48:26Z
@legendplayers9279,"I don't need technology just a single camera is enough to capture the moment 
The Design the premiums which air provides is amazing. The first time i fell for an iphone 🤤",2025-09-13T21:40:13Z
@Essential_OS,"I'm not a fan of total silences between pauses with the new audio, 😢",2025-09-13T21:38:32Z
@Global1977g,"Pro max,  cause we wish for not carrying those powerbanks all time.. 😁 Thank you!",2025-09-13T21:35:35Z
@juliusbobai7780,"U don't do freebies?
Sad. Always hopeful...dunno why.",2025-09-13T21:31:31Z
@sbonelomkhize-ro2pj,It's so annoying that the Torras cases are not in South Africa,2025-09-13T21:31:17Z
@hidaven,"LMAO!!!! Once again Apple delivers a vastly
Overpriced POS! No one cares about color or aluminum!!!! The lower optical zoom is absurd and this phone does NOTHING worthwhile over my 14Pro max!!! Plus it’s bigger and heavier!!! Apple will keep this worthless upgrade farce going and suffer
Severely.  This phone is NOT worth the price and hopefully the buyers will resist this insult .  Samsung continues to blow away Apple in innovation and people are going to say NO!!!!",2025-09-13T21:24:42Z
@FoneTool,"Big F'ing deal.
Really?
Thin matters WTF?",2025-09-13T21:23:08Z
@julianm2000,"The review, sponsored by Apple😏",2025-09-13T21:22:34Z
@pickywolf2728,I’d take the Google pixel instead of the plagiarized IPhone air. Doesn’t make sense..! Apple is overrated these last years.,2025-09-13T21:22:22Z
@badventist-petite,"4:03 hey now, I’m still rocking my 12 mini because I love it so much (I have very small hands)…. but yeah, it’s time for an upgrade, so it’ll most likely be the base 17 for me… although the 17 pro also looks quite nice but I don’t do enough photography to justify it",2025-09-13T21:16:27Z
@softbingan,I'll buy an iPhone if it comes with android.,2025-09-13T21:15:47Z
@samarossification,"When it's time for you to review the samsung galaxy Edge, you said ""who asked for it??"" But look at the why you review the iphone 17 air. You and Marques Brownlee are silly apple fanboys",2025-09-13T21:15:26Z
@PrimeMonkey-j7p3s,The normal iPhone 17 is the same as the 16,2025-09-13T21:11:05Z
@SyedShoaib,"I think there are many of us who want a large screen iPhone, but find that 200 g plus is very heavy to casually carry in the pocket or hold in the hand, or read an e-book on for a long time. The iPhone Air would really works for someone like me, who needs a large screen, but a lighter footprint in the hand and the pocket. As long as it works to the degree that Apple claims it to work.",2025-09-13T21:10:47Z
@jefflabute2946,"It isn’t an optical zoom in the camera, but a crop. Calling this a “telephoto” or “optical quality lens” is practically false advertising. I have an iPhone, and the misleading communication is a turn off. Photography sites are talking about this. A crop does not give as good images as real zoom.",2025-09-13T21:07:05Z
@itsmahi4808,How much is the 17PM in €?,2025-09-13T21:06:50Z
@vikmarquez,Same same but different but still same but different😂,2025-09-13T21:01:06Z
@Yedidyahbiale,I know in what im investing now 😂😅,2025-09-13T21:00:35Z
@nikeshdhar1718,Lol 6.1 to 6.3 changes everything on how this wit sees the line up🤦🏼‍♂️,2025-09-13T20:58:42Z
@derekrowan11,Bezels as the headline upgrade man 😂,2025-09-13T20:58:32Z
@dhdowlad,It's not worth the price...,2025-09-13T20:55:20Z
@prioritisingprofit,dont know if youve realised but videos like these damage your reputation and integrity.,2025-09-13T20:55:12Z
@xrpwillchangeyourlife,Why do you keep throwing up the 666 hand gestures??,2025-09-13T20:52:19Z
@Pious7,Oh really,2025-09-13T20:50:52Z
@imeo431i,The pros look shitty,2025-09-13T20:50:09Z
@thebayyinahstudent,Somebody gift their old iphone to me.,2025-09-13T20:44:52Z
@Rich-y8n,"I know that you are only a reviewer but it would be nice if instead of heaping praise on Apple for small incremental tech changes you would hold them to task for doing absolutely ZERO with regards to actual, user improvements to SEARCH functions on the OS, or Search in Apple Mail, or greater usability on their apps like PAGES, i.e., automated INDEX for manuscripts or books. Apple used to focused on ease-of-use and the User Experience. Now, in the age of Tim Cook it seems it's only interested in the stockholder experience and stock buybacks, or $4000 VR headsets.",2025-09-13T20:43:44Z
@MilosHenrie,"keeping my iphone 16 pro max desert titanium, i’m sorry but i don’t like the way new pro models look",2025-09-13T20:40:32Z
@evanyoungberg8718,Great video! Idk why some people are complaining about Arun saying the iPhone 17 looks good...sure it's an iterative update but that's going to be true year after year. Apple moved Pro features into the cheaper iPhone this year so they deserve some praise. What more do you want? What features are still missing? It's a mature product and a great upgrade for a lot of people.,2025-09-13T20:36:24Z
@Andy_Cat-s,"Yeah, this Apple Event was explosive. Just look at their market value! What a blast",2025-09-13T20:32:44Z
@MichaelNoland-TheBottomLine,"Quit promoting products a lot of us can’t afford to buy! Hear that Tim? We can’t afford your crap anymore! I’ve been an Apple fan for years, but they have made it impossible to keep up! 
How about a video on other phones that cost less, but offer most of what Apple offers! I’m ready for such a change!",2025-09-13T20:32:22Z
@British-AL-UK,"Personally I would rather have the pro, make it a mil or 2 thicker, so there is no hump, give me a bigger battery in the extra space so my phone can last 3 to 5 days on a charge, I don’t get the need to be thinner, lighter. A phone in my jeans or work trousers pocket today with a MagSafe battery and phone case is fine, so make a thicker one.  Plus added bonus of stronger! ❤",2025-09-13T20:28:09Z
@GaveshBandara-u5v,yes yes everythin Changed ...🤣🤣,2025-09-13T20:27:31Z
@naveedgul6892,Jerry going to blow the air 😂😂😂😂😂,2025-09-13T20:25:23Z
@alim4803,IPhone is Trash 🗑,2025-09-13T20:25:22Z
@mamoonrasheed3378,17 air at 999 is like buying 17e for so much,2025-09-13T20:22:17Z
@user-ik5mn8qv5z,bring back iPhone Mini as their weird phpne line up... I LOVE my mini,2025-09-13T20:18:05Z
@waxcpc,My guy 120 htz is not a pro level feature.,2025-09-13T20:15:57Z
@user-yl4lf9mh1w,this is all 100% copium,2025-09-13T20:13:52Z
@mryevhen,Horrible …. Camera sticking out toooo much . Very ugly …,2025-09-13T20:12:41Z
@AMGWANGAN,Pro max is cheap aluminum a down grade the air is missing some essential things but it’s the most premium iPhone.,2025-09-13T20:12:25Z
@unubun,120hz? my 144hz redmagic pro is cheaper lol,2025-09-13T20:11:59Z
@4cornershike51,This is corporate gaslighting.,2025-09-13T20:07:50Z
@luka_japosh,"Dude, I used to enjoy your videos. It's a shame they've lost their spark and have only become iPhone-glazing advertisements.",2025-09-13T20:00:36Z
@BrowhatIsthisohmygosh,Test testerup,2025-09-13T19:58:45Z
@dvpzy,"One camera is the past, and the future. More than just camera it’s ugly.",2025-09-13T19:50:31Z
@matherbrett,"Honestly you apple people are so gross, you keep getting spit on and still say thanks",2025-09-13T19:33:11Z
@parshowjyotiphukan8445,Does it have a fingerprint sensor?,2025-09-13T19:32:59Z
@jadestaup1491,Only one worth buying is 17. It’s a “pro” at 800. It’s really a simple decision.,2025-09-13T19:32:52Z
@phoeberp,"Apple: Changes nothing, MrWhosetheboss: Pikachuwoah",2025-09-13T19:26:24Z
@Alexander-yx8qq,Pro model is unbuyable in Europe. 300 to 700!!!!€ more for less battery life. Even considering Taxes and exchange rate. 700!!!!!!,2025-09-13T19:18:30Z
@unknownperson2422,Fun fact.  This phone is going to break in half so many times its going to cause a mass recall.,2025-09-13T19:13:34Z
@rocco-yq1js,"I am happy with the iPhone Air and will definitely trade in my 16Pro for an iPhone Air. I find it perfect for avoiding the slavery of social media scrolling. The “penalized” camera is more than enough for immediate use, but when I want to take photos, I'll use a DLSR, which will allow me to focus on photography without interruptions from notifications and without the urgency of quickly editing on my smartphone to immediately post the photo on social media and then remain “enchanted” waiting for reactions or looking at recent posts. The single speaker is also a blessing because it is always polite to use earphones instead of deafening others with your music, podcasts, or whatever else. I find myself using the speakers mainly at home, but having a HomePod easily solves the problem. Cars now all have Bluetooth systems, and in the gym or other social gathering places, I find using speakers to be a serious form of rudeness. So, in the end, I believe that the iPhone Air restores a certain balance in cell phone “addiction” and imposes a return to more socially ethical behavior.
Maybe there's still a chance that there are people who are happy to have more time their hands on a book, a pen, even their dick or someone else dick! Instead of their smartphone. Thank you, Apple.",2025-09-13T19:10:40Z
@marcb8934,"I have an Oppo phone. Three months after charging it, the battery was still at 70% when I switched it on 3 months later. 

With the iPhone Apple should do way more in performance, and have better battery systems. They always cut down on things. 

iPhone 15 had issues with battery not long after release. 

The older SE series had problems with the battery yet again. Also problems with updates.

Cant they release a product with a battery which is stable on release, with software which doesn't slow down the phone

also problems with the percentage of battery health went down too quickly. 

Issues with when repairing the phones, a touch ID issue would come up as reported online. 

With paying over £500/$500 for a simple piece of electronics common in our hands, isn't it now a necessity to have full maximum power and processing reliability three stages further on each release?

Now the cameras stick out, this wasn't the case years ago.

Overall we now need to see a different brand new company release something even better now. To bring a brand new way of phone design and use technology separately from known brands.",2025-09-13T19:08:38Z
@XAEN.,"Is it exhausting projecting that you're so enthusiastic about various bare minimum same category ""upgrades"" as ALWAYS...or does the monetary compensation for the song and dance make it worth the sheepish baa baa?",2025-09-13T19:07:39Z
@remyd8767,The money is worth it. This is his job. You don't have to like it. I would do the same,2025-09-13T19:36:48Z
@Ulivonlyonce,Wow apple did it successfully. Its incredible to see the same iphone again..😅,2025-09-13T19:06:07Z
@epdm2be620,"FUgly isn't enough. No, they must make then ridiculously thin too. 🤦
Common sense, were is that when you need it.",2025-09-13T19:05:35Z
@bipbip-j6v,"mr who is the boss when samsung did slimer phone: ""who asked that""
mr who is the boss when apple did slimer phone ""everything changed""

sorry but I cant take you serious anymore",2025-09-13T19:00:11Z
@goldsupreme983,"I don't agree w/ U, I got osteoporosis and the lightness of AIR is what I need IML!",2025-09-13T18:59:12Z
@alex_fedorov7031,The previous pro and pro max look like much better than the new ones. The only new cool Iphone is air!,2025-09-13T18:57:54Z
@sayemkhan2530,Try hard LMAO,2025-09-13T18:57:48Z
@elitimch7344,"I need more iphone 17 content 😢
Need to argue some thing out",2025-09-13T18:55:04Z
@SalemTheCat2026,How do you get the iPhone 7 early?,2025-09-13T18:53:05Z
@GospelOyekodiEnaanalua,This is amazing,2025-09-13T18:49:17Z
@andreas89824,1099 and 1199 is almost free. In sweden they are 2000-3000 dollar almost depending on memory,2025-09-13T18:49:04Z
@azer498,apple sucks,2025-09-13T18:43:55Z
@PuiPui.Pranto,"Ability to record 😂
Fked up apple.
It's been almost 4 on Android",2025-09-13T18:36:46Z
@shubhamraj2174,How much money the guy gets from apple?? To not ask the same questions as s25 edge.,2025-09-13T18:32:57Z
@AMKOriginal,I wonder how the iPhone 17e will be like….,2025-09-13T18:30:51Z
@Bogdan20022,there is no music in the video and now its awkward to just hear white noise when you talk ;-;,2025-09-13T18:28:26Z
@shubhamraj2174,"What happened to this guy. This guy is just a sell out now. Just watch the video on the s25 edge. He's not asking the same questions here. ""Who asked for this"".",2025-09-13T18:27:02Z
@MohammadSamirSaki,$$$ review 😂,2025-09-13T18:25:28Z
@zdplex,dude u talked shet about the samsung edge but now this is game changing? apple sheep,2025-09-13T18:22:30Z
@falco5732,Why he seems to have the expression of captive in the hands of ISIS? 0:13,2025-09-13T18:21:00Z
@THATBOINEON,So let me get this straight. You’ve used the “best phone ever” Samsung🙄 to search up a video about iPhone so you could hate ? Talk about obsession. Why watch the video when he clearly made it known he’s gonna be talking about Apple ? Samsung users need to understand that Apple is not making products for them but instead for us Apple users. Get a life or go watch Samsung related videos.,2025-09-13T18:16:46Z
@shilou89,Me still watching this on the iphone XR✌🏻,2025-09-13T18:16:15Z
@KF-wg2si,This guy is such an iphone fan boy. It just looks like an android from 3 years ago,2025-09-13T18:13:58Z
@holidaestyles,this is now 120hz  about 6 yrs behind.,2025-09-13T18:12:27Z
@Xrisu00,They really invent nothing new but every year Arun will still glaze apple,2025-09-13T18:12:07Z
@aryfox7013,what’s the game? 😅,2025-09-13T18:11:38Z
@PBnJ.,And kids are still starving and being brutally murdered in Palestine. And apple is supporting it.,2025-09-13T18:10:30Z
@starboy.6384,"Bro, iPhone 17 review felt like pure praise, but when it’s Samsung you cut it short and focus only on the negatives 🤔.
Looks more like Apple promotion than a neutral review.
People actually prefer Samsung these days — give us balance, not bias.",2025-09-13T18:07:45Z
@hassanmohamed646,maybe,2025-09-13T19:53:12Z
@neotanveer,Spot on,2025-09-14T22:24:58Z
@reldegartGi,"Everything changed when apple released a slim phone. But when samsung did it, ""Who asked?""",2025-09-13T18:05:50Z
@yashvaishnav6413,Boss put suncream at home and dubble coat of cream,2025-09-13T18:05:12Z
@Robert-yj2lt,Blah blah boring. I’m def not upgrading my 16pro max. Certainly not a game changer in anyway.,2025-09-13T18:03:23Z
@RaishulIslamRimonB_,Apple guy,2025-09-13T18:00:13Z
@RaishulIslamRimonB_,"When S25 edge  Who wanted this? When iPhone 17 air  Everything's changed,",2025-09-13T17:59:36Z
@chrisd1990,If Jobs was still alive there would be no bezel and the camera wouldn't stick out.,2025-09-13T17:56:41Z
@DT12,"Question, how much did they pay you bro? And can I get a link to work for them too, I need work and money",2025-09-13T17:56:40Z
@EvenMadderMax,"Instead of buying the latest iPhone, just buy a two year old Samsung, not only will you have a better phone, but you will also save money.",2025-09-13T17:55:14Z
@Unkown-t1o,Fact that mrwhostheboss said  if the iphone design will be same as the leak he will get bald,2025-09-13T17:51:22Z
@Ash3joory_,I don't know why the internet is going crazy about 2018 phone features..the iphone is all about hype and nothing innovative.,2025-09-13T17:47:49Z
@adityalindson,"iPhone Air is designed for those choosing to step offline. In a world where being offline has become the ultimate luxury, it offers just enough for the moments that truly require being online. It’s for people who use their phone simply to arrange meeting in person, not to replace it. iPhone Air introduces a new era of smartphone, where less truly means more.",2025-09-13T17:47:14Z
@frederikfoto,"@mrwhosetheboss

iPhone air has the new dual lense so yes it has wide 12mp and 48mp normal camera",2025-09-13T17:47:07Z
@rogercespedes,No good,2025-09-13T17:43:20Z
@AbderrahmanBanammar,"I will wait till iPhone 40 pro 
There might be some real upgrades",2025-09-13T17:42:08Z
@IvanJacman,I have never seen review so obviously ordered by the company reviewed in video,2025-09-13T17:39:40Z
@Memmnarch1981,"So here ""all day battery"" is good but with Samsung its not ?!?
My Edge´s battery is way better than all you YT guys told me it would be.",2025-09-13T17:38:18Z
@Muneeb_Araeen,What about Macbooks they still have 60Hz refresh rate.,2025-09-13T17:26:23Z
@joziilunga8098,LOL Iphone 17 Air is the girl you should not date but you try anyway because she is hot lol,2025-09-13T17:25:55Z
@OhMaLantern,Destiny: Rising featured,2025-09-13T17:14:33Z
@mh-ii4lb,"lets be real nothings changed and no need to upgrade, but I slightly lost respect towards this channel. come on at least don't oversell like when you say ""EVERYTHINGS CHANGED"" and go on to explain how the bezel is now thinner like micro inches and how there is a subtle less light reflection etc.",2025-09-13T17:11:46Z
@Theonethatshallnotbenamed9999,You can get nice colours by using electricity to colour titanium.  They do it with jewelry,2025-09-13T17:07:48Z
@Liamcohen-f2m,then you turn the iPhone 17 around and then you realize I just got scammed,2025-09-13T17:06:32Z
@PeterWraaeMarino,"sorry, that orange brown rust color is just awful!",2025-09-13T17:04:44Z
@Piranha_Dark,"In my opinion, literally all those features are useless.",2025-09-13T17:00:04Z
@reggiegoorahoo6281,Stop pumping Apple how much they pay you??? lol 😂,2025-09-13T16:59:09Z
@diubahmed3295,Bro who asked the iPhone 17 air?😂😂😂 Sold bro,2025-09-13T16:58:41Z
@syahiranshah9,So disappointed in Arun. He's so afraid of not getting invited to Apple events. So so so disappointing.,2025-09-13T16:57:46Z
@SwapnilDeb-q7e,So many salty android fans.,2025-09-13T16:57:19Z
@HadiFab,"Random Chinese flagship phone is equipped with +7000mah battery apple went above 5000mah on 17 pro max, numbers do not lie",2025-09-13T16:55:40Z
@ap-forever,2.56 you looking like munnabhai mbbs circuit 😂,2025-09-13T16:55:06Z
@Clemenza18384,"I watched this video the day it came out. Felt it was quite an in-depth unbiased review to be honest. (Still do by the way) Twitter/X comes along and people who haven't watched the video start blasting the ""hypocrisy and one sided view"" What they don't realise, is that this man here has mastered YouTube from the top down and can run rings around them all. It's a shame people don't realise that there are many great unbiased YouTubers and tech YouTubers for that matter. Not everyone is a ""paid shill"" or a particular company ""fan boy"" Well done Arun! You have become the absolute best tech YouTuber!",2025-09-13T16:52:34Z
@postmanwithsnow,you mustget paid by apple. no way you praise this underdeveloped garbage which hasnt changed at all.,2025-09-13T16:52:23Z
@KoksMau,My Hisense s20 can also record dual videos! How's this new to the iPhone?,2025-09-13T16:51:31Z
@JayabratRoy,same guy when he sees samsung thin phone. who asked for it,2025-09-13T16:48:02Z
@lemonagaming,Did they pay you to say that,2025-09-13T16:47:19Z
@MrDesgulsh,You sit like 14 year old girl after firsts heart break... bruh...,2025-09-13T16:45:29Z
@8192AHL,who asked?!,2025-09-13T16:45:18Z
@VMiXEZ,I want stainless steel back 😢,2025-09-13T16:44:27Z
@akd42768,Really need another revolution in phones overall,2025-09-13T16:41:50Z
@OzGonzo,This is absolutely bong-kuz! 😮,2025-09-13T16:41:45Z
@amandasoliz2727,Why dose the 17 pro max look like an android 🤔,2025-09-13T16:33:06Z
@venexator,the orange remind's me of home depo,2025-09-13T16:27:58Z
@UnknownUser69,Noise Gate is a little aggressive,2025-09-13T16:24:08Z
@Cmeseemx,gay phone,2025-09-13T16:23:21Z
@chinguunssi,So much hate in the comment section for Apple it's crazy. I'm switching from Android to iOS and super excited for the Orange color.,2025-09-13T16:16:08Z
@skorlano5661,i've seen the most ads so far in one video watching this,2025-09-13T16:12:52Z
@carls7860,Oh god more new phones 🙄,2025-09-13T16:08:54Z
@n1b8s,"I was considering switching to Android after the terrible iPhone 16 release but the hardware upgrades this year really impressed me, now all Apple has to do is make some drastic improvements to the AI features and i might reconsider switching.",2025-09-13T16:05:35Z
@stienogamez8296,iPhone is still YEARS behind on Samsung 😂😂😂,2025-09-13T16:05:27Z
@estherons01,"😆😆😆 It is always fun to watch how people sound so excited when reviewing iPhones. Even when those features they are so excited about have been used in other phone brands. Take for instance 0:05, the so-called ""shockingly thin"" is about 5.5mm while since 2014, Vivo X5 Max phone measured an incredible 4.75mm thick. To even think people are so excited about these new iPhones surprise me. They just moved the cameras and few items. Boom, a new iPhone is born.🤣🤣🤣",2025-09-13T16:05:14Z
@reddysena,looks like a paid promotion more than phone impressions,2025-09-13T16:04:48Z
@neelkanth5791,"1:02 - Most idiotic justification ever possible 
1:19 - you're trying your best to justify but it is all failing as hard as the rick with his audience 
2:07 - Camera is whole two generations behind
2:55 - can accept the sensor does make a differnece but still just ine effective update from 16
3:26 - 20% extra performance but you will never be able to make a difference of it
3:52 - another justification for a dumb move by apple. Bro it clearly shows you are getting paid for this video
4:50 - I will just stop watching the video full of justification for dumb apple moves",2025-09-13T16:02:36Z
@massaCOLUS,the audio on this video is ruined tbh but great video besides  that,2025-09-13T15:54:48Z
@usmanafdal,Pro looks like my pixle pro xl. Doubt these are as smart as pixle.,2025-09-13T15:54:01Z
@sebastiancozma7140,I got the 16 pro max should I upgrade or wait for the 18?,2025-09-13T15:53:53Z
@aminrazavi5866,Your editor forgot the background music! 😂,2025-09-13T15:52:28Z
@storicion5731,"hahaha  amazing samsung display ,amazing samsung camera now at iphoneWc",2025-09-13T15:48:52Z
@stoyan8338,"I appreciate the review, but it’s hard to watch when the reality is so different. Personally, I don't expect Apple to deliver a revolutionary product right now—we all understand the production issues in China, the geopolitical pressures, and the tariffs. But I’d prefer to watch more realistic reviews from a person of your YouTube rank. This isn't groundbreaking, and it honestly feels a bit disingenuous to act like it is.",2025-09-13T15:48:20Z
@siddhayogi907,Totally useless to keep changing iPhones 🤔,2025-09-13T15:46:55Z
@deansmits006,"Google should have given the Pixel 10 the same main camera as the Pro. Keep the middling zoom and ultra-wide. And stop making the 128gb version, just sell the 256 for $799. Either way, I think people won't be buying it at MSRP, but this would have made it more competitive. Perhaps the Pixel 11 will do this, and give the Pro an upgraded main cam next year. Still, Apple kinda hit quite the upgrade. I'm unsure if the Pixel AI Software will be enough to garner more users",2025-09-13T15:45:35Z
@ljfamilyvlogs,ehhem! Aluminum. LOL,2025-09-13T15:41:08Z
@milanholler,The audio editing on this video is terrible,2025-09-13T15:39:38Z
@Flea-qv1bl,"I honestly like software changes more than hardware ones because I can actually feel the difference. I don’t care if my camera has a few more pixels or if my screen is 10% brighter, what I have now is fine. But if they focused on fixing the bum ahh keyboard and make copy and pasting easier. That’s something I’ll buy, the only exception is that I do appreciate a good battery upgrade",2025-09-13T15:39:05Z
@Aspenglade,The recording both cameras at the same time is great for travel and event reaction videos.,2025-09-13T15:38:29Z
@aurafarmingalldaywhilerizzing,bro this has to be sponsored,2025-09-13T15:33:27Z
@geobyjustin,"Aluminum is so cheap on the pros, the air is way more premium",2025-09-13T15:31:35Z
@aky97,"Another iSheep and 'biased tech reviewer' here.
On S25 Edge  - ""what were they thinking? Who asked?
On iPhone 17 Air - ""Evrything is changed"" 
Such an hypocrite 😏🤙",2025-09-13T15:29:23Z
@DarrinReviews,"Ok I don't like apple but why is everyone hating on the 17 pro and pro max look? I love it, they are actually making their phone look different like all you people asked for and now everyone is mad? It looks way better and at least they are doing something different. Idk if he says that's it's dumb I haven't got there yet but ok a lot of people are saying it looks stupid.",2025-09-13T15:28:24Z
@CKcreates_1,"we on 17??????
ALREADY!1",2025-09-13T15:26:55Z
@sathieshkar,Waiting for galaxy S26,2025-09-13T15:26:29Z
@VancouverJT,Great 12:15 commercial.,2025-09-13T15:23:40Z
@bighairydel,your noise reduction is overkill between your phrasing,2025-09-13T15:23:09Z
@koofdome,"It’s the same shit every year “this is going to be THE best iPhone!”

Trash. Absolute trash. Sticking to my 13",2025-09-13T15:23:06Z
@JonesThongni-Aris,i am actually curious if the base models offer 120fps in gaming or not😂,2025-09-13T15:22:39Z
@twiztid133,Only upgrade if your current phone doesn’t support the recent ios update. Other than that i see no reason to upgrade. I am still using 13 as we speak with 100% batt health. Just saying.,2025-09-13T15:21:30Z
@maxjensen827,Stop lying - the new iphone is so ugly af. They need to upgrade their game. There is limited things u can do to such a phone physically so software wise they need to innovate to keep up. Would never buy such a ugly design - they need to hear the brutal truth.,2025-09-13T15:20:22Z
@1234nathan,why does apple just copy google's features but 3 years later?,2025-09-13T15:19:53Z
@MCC-Operator,"FUN FACT:

iPhone sucks , especially this new phone and they take away what you need and charge you more for it.

iPhone has been manipulative towards its customers FOR REAL!!!!!",2025-09-13T15:18:18Z
@shahzadhaider9195,Too much praising for IPhone 17,2025-09-13T15:16:30Z
@shahzadhaider9195,Too much praising for IPhone 17,2025-09-13T15:15:50Z
@memyself1936,sponsored by Apple,2025-09-13T15:15:41Z
@Chrisadam0208,finally a review which gave clarity!,2025-09-13T15:14:40Z
@mgerve,People in 2025 still buying that shit😂,2025-09-13T15:13:58Z
@shahzadhaider9195,Fak this iPhone,2025-09-13T15:09:43Z
@Oroprime008,"If it’s so good why apple share dropped right after launch. I think this is a paid video promotion. Reported the video, highly encourage other viewers to do it and block this person from YouTube.",2025-09-13T15:05:03Z
@marisolmagana5433,The air one is the worst one guys I recomend you buy the normal iPhone 17 not pro max or pro or air the normal one is the best,2025-09-13T15:04:16Z
@chaddean1234,I feel like all the new things are mostly software..I feel like a lot of this they could easily employment into the iPhone 16 with just a software update,2025-09-13T15:04:04Z
@Justinian43,"Bro, you were criticizing the thin Samsung Edge, but now you're hyping the thin iPhone lmaoo what?",2025-09-13T15:03:15Z
@Metalodeath,I’m interested in the air I want a lighter phone,2025-09-13T15:02:50Z
@leebod7558,Looks the same as every other iPhone,2025-09-13T15:01:47Z
@Eric-hh1de,"I don’t see big difference, only see price difference 😂",2025-09-13T15:00:04Z
@kevinpeoples8702,"We just preordered the 17 Pro, and after having the 11 for the past SIX YEARS, I’m looking forward to what I’m hoping is a huge upgrade.",2025-09-13T14:58:16Z
@mightymurph550,That’s gonna be a killer upgrade. Props for staying disciplined and content for so many years. Its too easy to fall into the hype,2025-09-16T00:49:37Z
@kevinpeoples8702,"@mightymurph550Nah, I’m just poor. 😂",2025-09-16T02:03:46Z
@somnumna2606,You will be impressed as tech has come a long way....i will stick with my Pro 16 until more improvements.,2025-09-16T04:00:15Z
@suntzu-bayarea,That's like going from a Honda Civic to a Lamborghini.,2025-09-20T02:42:19Z
@realityhard1882,"For last 10 years they are just changing notch and camera position what a shame,",2025-09-13T14:57:25Z
@huzib.8623,It's a scam. Don't waste your money,2025-09-13T14:54:21Z
@reneev7003,You apple folks are funny. They gave you a thin phone with less features and your ecstatic. All day battery life.😂😂😂 And still know AI.,2025-09-13T14:53:17Z
@vamshikrishna9427,"Motorola in 2019 released Motorola moto z2 force which is all metal, shatterproof screen and at 5.56mm thickness.",2025-09-13T15:00:46Z
@GeForce7,You must be given a free phone or $50 to spread nonsense like this. There is barely any difference between 16 and 17….,2025-09-13T14:50:39Z
@okunamayanad,my s22 has almost the same bezel thickness as iphone 16 lmao,2025-09-13T14:49:55Z
@aLinuxIce,@JerryRigEverything iphone air ? :D,2025-09-13T14:44:48Z
@Mueed-Ahsan,Bro forgot to add music.,2025-09-13T14:44:42Z
@kennedyoffei8641,Believe you’ve been paid and June gat one on your sleeves,2025-09-13T14:40:14Z
